filename,width,height,class,xmin,ymin,xmax,ymax
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_0.png,450,450,buildings,305,94,319,118
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_0.png,450,450,buildings,321,117,342,127
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_0.png,450,450,buildings,306,81,317,93
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_5.png,450,450,buildings,296,1,334,16
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_5.png,450,450,buildings,296,48,325,63
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_5.png,450,450,buildings,411,34,427,66
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_5.png,450,450,buildings,387,60,405,73
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_5.png,450,450,buildings,331,10,347,40
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_5.png,450,450,buildings,328,40,341,61
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_5.png,450,450,buildings,309,77,320,96
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_1.png,450,450,buildings,53,364,69,396
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_1.png,450,450,buildings,86,309,112,328
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_1.png,450,450,buildings,107,331,119,364
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_1.png,450,450,buildings,80,361,108,376
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_1.png,450,450,buildings,30,390,47,403
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_6.png,450,450,buildings,53,34,69,66
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_6.png,450,450,buildings,107,1,119,34
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_6.png,450,450,buildings,80,32,108,46
1iRSSNT0StWUtXJqt8IMj_OUmp1sokQil_6.png,450,450,buildings,30,60,47,73
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_1.png,450,450,buildings,304,292,316,312
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_1.png,450,450,buildings,393,303,412,320
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_1.png,450,450,buildings,340,274,349,288
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_1.png,450,450,buildings,339,292,348,309
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_6.png,450,450,buildings,416,224,437,237
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_6.png,450,450,buildings,406,293,444,308
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_6.png,450,450,buildings,378,271,387,282
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_6.png,450,450,buildings,408,253,416,262
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_6.png,450,450,buildings,406,270,416,278
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_6.png,450,450,buildings,437,257,446,263
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,182,204,204,223
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,357,331,379,349
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,379,369,398,396
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,374,348,389,363
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,356,188,369,209
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,360,153,381,171
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,35,303,54,320
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,156,38,169,48
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_2.png,450,450,buildings,164,67,178,80
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,58,224,79,237
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,84,266,98,290
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,48,293,86,308
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,80,238,92,252
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,20,271,29,282
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,50,253,58,262
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,48,270,58,278
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,79,257,88,263
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,123,219,134,229
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,91,304,106,314
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,357,1,379,19
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,379,39,397,66
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_7.png,450,450,buildings,374,17,389,33
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_3.png,450,450,buildings,21,369,40,396
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_3.png,450,450,buildings,254,241,271,254
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_3.png,450,450,buildings,16,348,31,363
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_3.png,450,450,buildings,2,153,23,171
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_8.png,450,450,buildings,21,39,40,66
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_8.png,450,450,buildings,16,17,31,33
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_4.png,450,450,buildings,188,174,205,191
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_4.png,450,450,buildings,188,158,204,173
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_4.png,450,450,buildings,229,127,240,144
1DSneo4A8uBgd9QQJF-npDiLdjBHpfrpT_4.png,450,450,buildings,183,7,201,52
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_0.png,450,450,buildings,406,25,429,38
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_0.png,450,450,buildings,351,60,359,79
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_0.png,450,450,buildings,351,79,362,100
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_0.png,450,450,buildings,331,109,343,118
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_0.png,450,450,buildings,363,96,378,107
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_0.png,450,450,buildings,380,91,402,106
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_0.png,450,450,buildings,406,89,420,100
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,48,25,71,38
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,5,96,20,107
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,22,91,44,106
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,47,88,62,100
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,286,62,302,84
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,270,120,282,130
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,268,428,284,443
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_1.png,450,450,buildings,274,408,290,421
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,348,219,359,238
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,244,261,266,275
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,258,242,269,257
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,255,198,269,217
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,225,174,250,189
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,348,181,360,195
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,268,98,284,113
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,310,170,323,180
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,327,168,342,179
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,262,156,278,165
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,290,133,304,147
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,273,78,289,91
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_6.png,450,450,buildings,245,115,255,126
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,349,230,369,241
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,378,244,390,261
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,349,271,382,283
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,319,281,334,301
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,381,302,398,313
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,265,397,281,408
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,291,405,302,417
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,291,419,304,433
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_2.png,450,450,buildings,293,435,306,448
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,121,121,144,133
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,142,147,156,162
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,265,67,281,79
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,291,75,302,87
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,291,89,304,103
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,293,105,306,118
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,258,138,286,151
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,278,158,292,170
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,385,136,397,147
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,399,148,411,159
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,401,176,418,193
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,387,208,397,217
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,325,391,338,407
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,344,422,353,435
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_7.png,450,450,buildings,223,250,242,263
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_3.png,450,450,buildings,186,162,203,182
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_3.png,450,450,buildings,206,196,214,215
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_3.png,450,450,buildings,114,256,127,272
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_3.png,450,450,buildings,164,367,179,383
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_3.png,450,450,buildings,20,244,31,261
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_3.png,450,450,buildings,23,302,40,313
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,164,37,179,53
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,27,136,39,147
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,41,148,53,159
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,44,176,60,193
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,29,208,39,217
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,176,408,192,418
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,205,392,216,410
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,198,368,212,381
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,319,360,330,385
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,153,324,173,338
1JhDdg8O_fosVOdn6szTA3mMPmg10InAp_8.png,450,450,buildings,185,326,201,343
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_7.png,450,450,buildings,419,274,438,287
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_7.png,450,450,buildings,426,352,439,365
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_3.png,450,450,buildings,436,355,447,368
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,61,274,80,287
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,100,350,119,363
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,81,286,100,299
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,106,300,119,319
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,119,324,133,340
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,69,352,81,365
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,436,25,447,38
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,279,261,295,281
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,276,349,289,366
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_8.png,450,450,buildings,276,385,290,398
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_4.png,450,450,buildings,112,317,130,330
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_4.png,450,450,buildings,133,348,147,371
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_4.png,450,450,buildings,78,355,89,368
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_9.png,450,450,buildings,133,18,147,41
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_9.png,450,450,buildings,78,25,89,38
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_9.png,450,450,buildings,305,311,323,324
1rFB4qso6-NTjDSUzLxm42hRz_cpK7woT_9.png,450,450,buildings,316,333,333,348
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_6.png,450,450,buildings,311,255,329,267
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_6.png,450,450,buildings,266,217,284,225
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_6.png,450,450,buildings,243,209,260,224
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_6.png,450,450,buildings,274,163,289,199
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_6.png,450,450,buildings,265,128,284,158
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_6.png,450,450,buildings,215,135,229,159
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_2.png,450,450,buildings,322,95,329,107
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_2.png,450,450,buildings,307,416,329,434
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_7.png,450,450,buildings,290,163,304,176
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_7.png,450,450,buildings,307,86,329,104
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_7.png,450,450,buildings,348,110,362,135
1ValpERwhZ9IBbHp9iWc8BD4VWVgm0TxQ_7.png,450,450,buildings,324,163,344,182
1FZ6n-TFcBIpXSOSMey8vIgKe2CEYafSk_6.png,450,450,buildings,253,366,261,376
1FZ6n-TFcBIpXSOSMey8vIgKe2CEYafSk_6.png,450,450,buildings,263,356,276,364
1FZ6n-TFcBIpXSOSMey8vIgKe2CEYafSk_6.png,450,450,buildings,247,305,298,335
1FZ6n-TFcBIpXSOSMey8vIgKe2CEYafSk_6.png,450,450,buildings,287,283,302,306
1FZ6n-TFcBIpXSOSMey8vIgKe2CEYafSk_6.png,450,450,buildings,241,298,254,320
1FZ6n-TFcBIpXSOSMey8vIgKe2CEYafSk_6.png,450,450,buildings,255,274,290,288
1FZ6n-TFcBIpXSOSMey8vIgKe2CEYafSk_6.png,450,450,buildings,274,217,296,232
